,prefecture,municipality name,municipalities,region,majorIsland,district
700,Nagano (長野縣),Nagawa (長和町),town,Chūbu (中部),Honshū (本州),Chiisagata (小県郡)
701,Nagano (長野縣),Shimosuwa (下諏訪町),town,Chūbu (中部),Honshū (本州),Suwa (諏訪郡)
702,Nagano (長野縣),Fujimi (富士見町),town,Chūbu (中部),Honshū (本州),Suwa (諏訪郡)
703,Nagano (長野縣),Tatsuno (辰野町),town,Chūbu (中部),Honshū (本州),Kamiina (上伊那郡)
704,Nagano (長野縣),Minowa (箕輪町),town,Chūbu (中部),Honshū (本州),Kamiina (上伊那郡)
705,Nagano (長野縣),Iijima (飯島町),town,Chūbu (中部),Honshū (本州),Kamiina (上伊那郡)
706,Nagano (長野縣),Matsukawa (松川町),town,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
707,Nagano (長野縣),Takamori (高森町),town,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
708,Nagano (長野縣),Anan (阿南町),town,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
709,Nagano (長野縣),Agematsu (上松町),town,Chūbu (中部),Honshū (本州),Kiso (木曽郡)
710,Nagano (長野縣),Nagiso (南木曽町),town,Chūbu (中部),Honshū (本州),Kiso (木曽郡)
711,Nagano (長野縣),Kiso (木曽町),town,Chūbu (中部),Honshū (本州),Kiso (木曽郡)
712,Nagano (長野縣),Ikeda (池田町),town,Chūbu (中部),Honshū (本州),Kitaazumi (北安曇郡)
713,Nagano (長野縣),Sakaki (坂城町),town,Chūbu (中部),Honshū (本州),Hanishina (埴科郡)
714,Nagano (長野縣),Obuse (小布施町),town,Chūbu (中部),Honshū (本州),Kamitakai (上高井郡)
715,Nagano (長野縣),Yamanouchi (山ノ内町),town,Chūbu (中部),Honshū (本州),Shimotakai (下高井郡)
716,Nagano (長野縣),Shinano (信濃町),town,Chūbu (中部),Honshū (本州),Kamiminochi (上水内郡)
717,Nagano (長野縣),Iizuna (飯綱町),town,Chūbu (中部),Honshū (本州),Kamiminochi (上水内郡)
718,Nagano (長野縣),Kawakami (川上村),village,Chūbu (中部),Honshū (本州),Kitatsuru (北都留郡)
719,Nagano (長野縣),Minamimaki (南牧村),village,Chūbu (中部),Honshū (本州),Kitatsuru (北都留郡)
720,Nagano (長野縣),Minamiaiki (南相木村),village,Chūbu (中部),Honshū (本州),Kitatsuru (北都留郡)
721,Nagano (長野縣),Kitaaiki (北相木村),village,Chūbu (中部),Honshū (本州),Kitatsuru (北都留郡)
722,Nagano (長野縣),Aoki (青木村),village,Chūbu (中部),Honshū (本州),Chiisagata (小県郡)
723,Nagano (長野縣),Hara (原村),village,Chūbu (中部),Honshū (本州),Suwa (諏訪郡)
724,Nagano (長野縣),Minamiminowa (南箕輪村),village,Chūbu (中部),Honshū (本州),Kamiina (上伊那郡)
725,Nagano (長野縣),Nakagawa (中川村),village,Chūbu (中部),Honshū (本州),Kamiina (上伊那郡)
726,Nagano (長野縣),Miyada (宮田村),village,Chūbu (中部),Honshū (本州),Kamiina (上伊那郡)
727,Nagano (長野縣),Achi (阿智村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
728,Nagano (長野縣),Hiraya (平谷村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
729,Nagano (長野縣),Neba (根羽村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
730,Nagano (長野縣),Shimojō (下條村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
731,Nagano (長野縣),Urugi (売木村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
732,Nagano (長野縣),Tenryū (天龍村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
733,Nagano (長野縣),Yasuoka (泰阜村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
734,Nagano (長野縣),Takagi (喬木村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
735,Nagano (長野縣),Toyooka (豊丘村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
736,Nagano (長野縣),Ōshika (大鹿村),village,Chūbu (中部),Honshū (本州),Shimoina (下伊那郡)
737,Nagano (長野縣),Kiso (木祖村),village,Chūbu (中部),Honshū (本州),Kiso (木曽郡)
738,Nagano (長野縣),Ōtaki (王滝村),village,Chūbu (中部),Honshū (本州),Kiso (木曽郡)
739,Nagano (長野縣),Ōkuwa (大桑村),village,Chūbu (中部),Honshū (本州),Kiso (木曽郡)
740,Nagano (長野縣),Omi (麻績村),village,Chūbu (中部),Honshū (本州),Higashichikuma (東筑摩郡)
741,Nagano (長野縣),Ikusaka (生坂村),village,Chūbu (中部),Honshū (本州),Higashichikuma (東筑摩郡)
742,Nagano (長野縣),Yamagata (山形村),village,Chūbu (中部),Honshū (本州),Higashichikuma (東筑摩郡)
743,Nagano (長野縣),Asahi (朝日村),village,Chūbu (中部),Honshū (本州),Higashichikuma (東筑摩郡)
744,Nagano (長野縣),Chikuhoku (筑北村),village,Chūbu (中部),Honshū (本州),Higashichikuma (東筑摩郡)
745,Nagano (長野縣),Matsukawa (松川村),village,Chūbu (中部),Honshū (本州),Kitaazumi (北安曇郡)
746,Nagano (長野縣),Hakuba (白馬村),village,Chūbu (中部),Honshū (本州),Kitaazumi (北安曇郡)
747,Nagano (長野縣),Otari (小谷村),village,Chūbu (中部),Honshū (本州),Kitaazumi (北安曇郡)
748,Nagano (長野縣),Takayama (高山村),village,Chūbu (中部),Honshū (本州),Kamitakai (上高井郡)
749,Nagano (長野縣),Kijimadaira (木島平村),village,Chūbu (中部),Honshū (本州),Shimotakai (下高井郡)
750,Nagano (長野縣),Nozawaonsen (野沢温泉村),village,Chūbu (中部),Honshū (本州),Shimotakai (下高井郡)
751,Nagano (長野縣),Ogawa (小川村),village,Chūbu (中部),Honshū (本州),Kamiminochi (上水内郡)
752,Nagano (長野縣),Sakae (栄村),village,Chūbu (中部),Honshū (本州),Shimominochi (下水内郡)
753,Niigata (新潟縣),Niigata (新潟市),city,Chūbu (中部),Honshū (本州),Niigata (新潟市)
754,Niigata (新潟縣),Nagaoka (長岡市),city,Chūbu (中部),Honshū (本州),Nagaoka (長岡市)
755,Niigata (新潟縣),Kashiwazaki (柏崎市),city,Chūbu (中部),Honshū (本州),Kashiwazaki (柏崎市)
756,Niigata (新潟縣),Shibata (新発田市),city,Chūbu (中部),Honshū (本州),Shibata (新発田市)
757,Niigata (新潟縣),Ojiya (小千谷市),city,Chūbu (中部),Honshū (本州),Ojiya (小千谷市)
758,Niigata (新潟縣),Kamo (加茂市),city,Chūbu (中部),Honshū (本州),Kamo (加茂市)
759,Niigata (新潟縣),Mitsuke (見附市),city,Chūbu (中部),Honshū (本州),Mitsuke (見附市)
760,Niigata (新潟縣),Murakami (村上市),city,Chūbu (中部),Honshū (本州),Murakami (村上市)
761,Niigata (新潟縣),Myōkō (妙高市),city,Chūbu (中部),Honshū (本州),Myōkō (妙高市)
762,Niigata (新潟縣),Jōetsu (上越市),city,Chūbu (中部),Honshū (本州),Jōetsu (上越市)
763,Niigata (新潟縣),Sado (佐渡市),city,Chūbu (中部),Honshū (本州),Sado (佐渡市)
764,Niigata (新潟縣),Agano (阿賀野市),city,Chūbu (中部),Honshū (本州),Agano (阿賀野市)
765,Niigata (新潟縣),Uonuma (魚沼市),city,Chūbu (中部),Honshū (本州),Uonuma (魚沼市)
766,Niigata (新潟縣),Minamiuonuma (南魚沼市),city,Chūbu (中部),Honshū (本州),Minamiuonuma (南魚沼市)
767,Niigata (新潟縣),Itoigawa (糸魚川市),city,Chūbu (中部),Honshū (本州),Itoigawa (糸魚川市)
768,Niigata (新潟縣),Tōkamachi (十日町市),city,Chūbu (中部),Honshū (本州),Tōkamachi (十日町市)
769,Niigata (新潟縣),Sanjō (三条市),city,Chūbu (中部),Honshū (本州),Sanjō (三条市)
770,Niigata (新潟縣),Tainai (胎内市),city,Chūbu (中部),Honshū (本州),Tainai (胎内市)
771,Niigata (新潟縣),Gosen (五泉市),city,Chūbu (中部),Honshū (本州),Gosen (五泉市)
772,Niigata (新潟縣),Tsubame (燕市),city,Chūbu (中部),Honshū (本州),Tsubame (燕市)
773,Niigata (新潟縣),Seirō (聖籠町),town,Chūbu (中部),Honshū (本州),Kitakanbara (北蒲原郡)
774,Niigata (新潟縣),Tagami (田上町),town,Chūbu (中部),Honshū (本州),Minamikanbara (南蒲原郡)
775,Niigata (新潟縣),Aga (阿賀町),town,Chūbu (中部),Honshū (本州),Higashikanbara (東蒲原郡)
776,Niigata (新潟縣),Izumozaki (出雲崎町),town,Chūbu (中部),Honshū (本州),Santō (三島郡)
777,Niigata (新潟縣),Yuzawa (湯沢町),town,Chūbu (中部),Honshū (本州),Minamiuonuma (南魚沼郡)
778,Niigata (新潟縣),Tsunan (津南町),town,Chūbu (中部),Honshū (本州),Nakauonuma (中魚沼郡)
779,Niigata (新潟縣),Yahiko (弥彦村),village,Chūbu (中部),Honshū (本州),Nishikanbara (西蒲原郡)
780,Niigata (新潟縣),Kariwa (刈羽村),village,Chūbu (中部),Honshū (本州),Kariwa (刈羽郡)
781,Niigata (新潟縣),Sekikawa (関川村),village,Chūbu (中部),Honshū (本州),Iwafune (岩船郡)
782,Niigata (新潟縣),Awashimaura (粟島浦村),village,Chūbu (中部),Honshū (本州),Iwafune (岩船郡)
783,Shizuoka (靜岡縣),Shizuoka (静岡市),city,Chūbu (中部),Honshū (本州),Shizuoka (静岡市)
784,Shizuoka (靜岡縣),Hamamatsu (浜松市),city,Chūbu (中部),Honshū (本州),Hamamatsu (浜松市)
785,Shizuoka (靜岡縣),Numazu (沼津市),city,Chūbu (中部),Honshū (本州),Numazu (沼津市)
786,Shizuoka (靜岡縣),Atami (熱海市),city,Chūbu (中部),Honshū (本州),Atami (熱海市)
787,Shizuoka (靜岡縣),Mishima (三島市),city,Chūbu (中部),Honshū (本州),Mishima (三島市)
788,Shizuoka (靜岡縣),Fujinomiya (富士宮市),city,Chūbu (中部),Honshū (本州),Fujinomiya (富士宮市)
789,Shizuoka (靜岡縣),Itō (伊東市),city,Chūbu (中部),Honshū (本州),Itō (伊東市)
790,Shizuoka (靜岡縣),Shimada (島田市),city,Chūbu (中部),Honshū (本州),Shimada (島田市)
791,Shizuoka (靜岡縣),Iwata (磐田市),city,Chūbu (中部),Honshū (本州),Iwata (磐田市)
792,Shizuoka (靜岡縣),Yaizu (焼津市),city,Chūbu (中部),Honshū (本州),Yaizu (焼津市)
793,Shizuoka (靜岡縣),Kakegawa (掛川市),city,Chūbu (中部),Honshū (本州),Kakegawa (掛川市)
794,Shizuoka (靜岡縣),Fujieda (藤枝市),city,Chūbu (中部),Honshū (本州),Fujieda (藤枝市)
795,Shizuoka (靜岡縣),Gotemba (御殿場市),city,Chūbu (中部),Honshū (本州),Gotemba (御殿場市)
796,Shizuoka (靜岡縣),Fukuroi (袋井市),city,Chūbu (中部),Honshū (本州),Fukuroi (袋井市)
797,Shizuoka (靜岡縣),Fuji (富士市),city,Chūbu (中部),Honshū (本州),Fuji (富士市)
798,Shizuoka (靜岡縣),Shimoda (下田市),city,Chūbu (中部),Honshū (本州),Shimoda (下田市)
799,Shizuoka (靜岡縣),Susono (裾野市),city,Chūbu (中部),Honshū (本州),Susono (裾野市)
800,Shizuoka (靜岡縣),Kosai (湖西市),city,Chūbu (中部),Honshū (本州),Kosai (湖西市)
801,Shizuoka (靜岡縣),Izu (伊豆市),city,Chūbu (中部),Honshū (本州),Izu (伊豆市)
802,Shizuoka (靜岡縣),Omaezaki (御前崎市),city,Chūbu (中部),Honshū (本州),Omaezaki (御前崎市)
803,Shizuoka (靜岡縣),Kikugawa (菊川市),city,Chūbu (中部),Honshū (本州),Kikugawa (菊川市)
804,Shizuoka (靜岡縣),Izunokuni (伊豆の国市),city,Chūbu (中部),Honshū (本州),Izunokuni (伊豆の国市)
805,Shizuoka (靜岡縣),Makinohara (牧之原市),city,Chūbu (中部),Honshū (本州),Makinohara (牧之原市)
806,Shizuoka (靜岡縣),Higashiizu (東伊豆町),town,Chūbu (中部),Honshū (本州),Kamo (賀茂郡)
807,Shizuoka (靜岡縣),Kawazu (河津町),town,Chūbu (中部),Honshū (本州),Kamo (賀茂郡)
808,Shizuoka (靜岡縣),Minamiizu (南伊豆町),town,Chūbu (中部),Honshū (本州),Kamo (賀茂郡)
809,Shizuoka (靜岡縣),Matsuzaki (松崎町),town,Chūbu (中部),Honshū (本州),Kamo (賀茂郡)
810,Shizuoka (靜岡縣),Nishiizu (西伊豆町),town,Chūbu (中部),Honshū (本州),Kamo (賀茂郡)
811,Shizuoka (靜岡縣),Kannami (函南町),town,Chūbu (中部),Honshū (本州),Tagata (田方郡)
812,Shizuoka (靜岡縣),Shimizu (清水町),town,Chūbu (中部),Honshū (本州),Suntō (駿東郡)
813,Shizuoka (靜岡縣),Nagaizumi (長泉町),town,Chūbu (中部),Honshū (本州),Suntō (駿東郡)
814,Shizuoka (靜岡縣),Oyama (小山町),town,Chūbu (中部),Honshū (本州),Suntō (駿東郡)
815,Shizuoka (靜岡縣),Yoshida (吉田町),town,Chūbu (中部),Honshū (本州),Haibara (榛原郡)
816,Shizuoka (靜岡縣),Kawanehon (川根本町),town,Chūbu (中部),Honshū (本州),Haibara (榛原郡)
817,Shizuoka (靜岡縣),Mori (森町),town,Chūbu (中部),Honshū (本州),Shūchi (周智郡)
818,Toyama (富山縣),Toyama (富山市),city,Chūbu (中部),Honshū (本州),Toyama (富山市)
819,Toyama (富山縣),Uozu (魚津市),city,Chūbu (中部),Honshū (本州),Uozu (魚津市)
820,Toyama (富山縣),Himi (氷見市),city,Chūbu (中部),Honshū (本州),Himi (氷見市)
821,Toyama (富山縣),Namerikawa (滑川市),city,Chūbu (中部),Honshū (本州),Namerikawa (滑川市)
822,Toyama (富山縣),Tonami (砺波市),city,Chūbu (中部),Honshū (本州),Tonami (砺波市)
823,Toyama (富山縣),Oyabe (小矢部市),city,Chūbu (中部),Honshū (本州),Oyabe (小矢部市)
824,Toyama (富山縣),Nanto (南砺市),city,Chūbu (中部),Honshū (本州),Nanto (南砺市)
825,Toyama (富山縣),Takaoka (高岡市),city,Chūbu (中部),Honshū (本州),Takaoka (高岡市)
826,Toyama (富山縣),Imizu (射水市),city,Chūbu (中部),Honshū (本州),Imizu (射水市)
827,Toyama (富山縣),Kurobe (黒部市),city,Chūbu (中部),Honshū (本州),Kurobe (黒部市)
828,Toyama (富山縣),Kamiichi (上市町),town,Chūbu (中部),Honshū (本州),Nakaniikawa (中新川郡)
829,Toyama (富山縣),Tateyama (立山町),town,Chūbu (中部),Honshū (本州),Nakaniikawa (中新川郡)
830,Toyama (富山縣),Nyūzen (入善町),town,Chūbu (中部),Honshū (本州),Shimoniikawa (下新川郡)
831,Toyama (富山縣),Asahi (朝日町),town,Chūbu (中部),Honshū (本州),Shimoniikawa (下新川郡)
832,Toyama (富山縣),Funahashi (舟橋村),village,Chūbu (中部),Honshū (本州),Nakaniikawa (中新川郡)
833,Yamanashi (山梨縣),Kōfu (甲府市),city,Chūbu (中部),Honshū (本州),Kōfu (甲府市)
834,Yamanashi (山梨縣),Fujiyoshida (富士吉田市),city,Chūbu (中部),Honshū (本州),Fujiyoshida (富士吉田市)
835,Yamanashi (山梨縣),Tsuru (都留市),city,Chūbu (中部),Honshū (本州),Tsuru (都留市)
836,Yamanashi (山梨縣),Ōtsuki (大月市),city,Chūbu (中部),Honshū (本州),Ōtsuki (大月市)
837,Yamanashi (山梨縣),Nirasaki (韮崎市),city,Chūbu (中部),Honshū (本州),Nirasaki (韮崎市)
838,Yamanashi (山梨縣),Minami-Alps (南アルプス市),city,Chūbu (中部),Honshū (本州),Minami-Alps (南アルプス市)
839,Yamanashi (山梨縣),Kai (甲斐市),city,Chūbu (中部),Honshū (本州),Kai (甲斐市)
840,Yamanashi (山梨縣),Fuefuki (笛吹市),city,Chūbu (中部),Honshū (本州),Fuefuki (笛吹市)
841,Yamanashi (山梨縣),Hokuto (北杜市),city,Chūbu (中部),Honshū (本州),Hokuto (北杜市)
842,Yamanashi (山梨縣),Uenohara (上野原市),city,Chūbu (中部),Honshū (本州),Uenohara (上野原市)
843,Yamanashi (山梨縣),Yamanashi (山梨市),city,Chūbu (中部),Honshū (本州),Yamanashi (山梨市)
844,Yamanashi (山梨縣),Kōshū (甲州市),city,Chūbu (中部),Honshū (本州),Kōshū (甲州市)
845,Yamanashi (山梨縣),Chūō (中央市),city,Chūbu (中部),Honshū (本州),Chūō (中央市)
846,Yamanashi (山梨縣),Ichikawamisato (市川三郷町),town,Chūbu (中部),Honshū (本州),Nishiyatsushiro (西八代郡)
847,Yamanashi (山梨縣),Hayakawa (早川町),town,Chūbu (中部),Honshū (本州),Minamikoma (南巨摩郡)
848,Yamanashi (山梨縣),Minobu (身延町),town,Chūbu (中部),Honshū (本州),Minamikoma (南巨摩郡)
849,Yamanashi (山梨縣),Nanbu (南部町),town,Chūbu (中部),Honshū (本州),Minamikoma (南巨摩郡)
850,Yamanashi (山梨縣),Fujikawa (富士川町),town,Chūbu (中部),Honshū (本州),Minamikoma (南巨摩郡)
851,Yamanashi (山梨縣),Shōwa (昭和町),town,Chūbu (中部),Honshū (本州),Nakakoma (中巨摩郡)
852,Yamanashi (山梨縣),Nishikatsura (西桂町),town,Chūbu (中部),Honshū (本州),Minamitsuru (南都留郡)
853,Yamanashi (山梨縣),Fujikawaguchiko (富士河口湖町),town,Chūbu (中部),Honshū (本州),Minamitsuru (南都留郡)
854,Yamanashi (山梨縣),Dōshi (道志村),village,Chūbu (中部),Honshū (本州),Nakaniikawa (中新川郡)
855,Yamanashi (山梨縣),Oshino (忍野村),village,Chūbu (中部),Honshū (本州),Nakaniikawa (中新川郡)
856,Yamanashi (山梨縣),Yamanakako (山中湖村),village,Chūbu (中部),Honshū (本州),Nakaniikawa (中新川郡)
857,Yamanashi (山梨縣),Narusawa (鳴沢村),village,Chūbu (中部),Honshū (本州),Nakaniikawa (中新川郡)
858,Yamanashi (山梨縣),Kosuge (小菅村),village,Chūbu (中部),Honshū (本州),Kitatsuru (北都留郡)
859,Yamanashi (山梨縣),Tabayama (丹波山村),village,Chūbu (中部),Honshū (本州),Kitatsuru (北都留郡)
860,Hyōgo (兵庫縣),Kobe (神戸市),city,Kansai (近畿),Honshū (本州),Kobe (神戸市)
861,Hyōgo (兵庫縣),Himeji (姫路市),city,Kansai (近畿),Honshū (本州),Himeji (姫路市)
862,Hyōgo (兵庫縣),Amagasaki (尼崎市),city,Kansai (近畿),Honshū (本州),Amagasaki (尼崎市)
863,Hyōgo (兵庫縣),Akashi (明石市),city,Kansai (近畿),Honshū (本州),Akashi (明石市)
864,Hyōgo (兵庫縣),Nishinomiya (西宮市),city,Kansai (近畿),Honshū (本州),Nishinomiya (西宮市)
865,Hyōgo (兵庫縣),Ashiya (芦屋市),city,Kansai (近畿),Honshū (本州),Ashiya (芦屋市)
866,Hyōgo (兵庫縣),Itami (伊丹市),city,Kansai (近畿),Honshū (本州),Itami (伊丹市)
867,Hyōgo (兵庫縣),Aioi (相生市),city,Kansai (近畿),Honshū (本州),Aioi (相生市)
868,Hyōgo (兵庫縣),Toyooka (豊岡市),city,Kansai (近畿),Honshū (本州),Toyooka (豊岡市)
869,Hyōgo (兵庫縣),Kakogawa (加古川市),city,Kansai (近畿),Honshū (本州),Kakogawa (加古川市)
870,Hyōgo (兵庫縣),Akō (赤穂市),city,Kansai (近畿),Honshū (本州),Akō (赤穂市)
871,Hyōgo (兵庫縣),Takarazuka (宝塚市),city,Kansai (近畿),Honshū (本州),Takarazuka (宝塚市)
872,Hyōgo (兵庫縣),Miki (三木市),city,Kansai (近畿),Honshū (本州),Miki (三木市)
873,Hyōgo (兵庫縣),Takasago (高砂市),city,Kansai (近畿),Honshū (本州),Takasago (高砂市)
874,Hyōgo (兵庫縣),Kawanishi (川西市),city,Kansai (近畿),Honshū (本州),Kawanishi (川西市)
875,Hyōgo (兵庫縣),Ono (小野市),city,Kansai (近畿),Honshū (本州),Ono (小野市)
876,Hyōgo (兵庫縣),Sanda (三田市),city,Kansai (近畿),Honshū (本州),Sanda (三田市)
877,Hyōgo (兵庫縣),Kasai (加西市),city,Kansai (近畿),Honshū (本州),Kasai (加西市)
878,Hyōgo (兵庫縣),Tamba-Sasayama (丹波篠山市),city,Kansai (近畿),Honshū (本州),Tamba-Sasayama (丹波篠山市)
879,Hyōgo (兵庫縣),Yabu (養父市),city,Kansai (近畿),Honshū (本州),Yabu (養父市)
880,Hyōgo (兵庫縣),Tamba (丹波市),city,Kansai (近畿),Honshū (本州),Tamba (丹波市)
